title,realisateur,acteur,annee,duree,code_barre,info,dewey,date_acquis,date_hors_circu,ref,ref_adav,resume,tags
"DAMAGES : saison 2","Allen Coulter, John David Coles, Greg Yaitanes","Glenn Close, Rose Byrne, Zeljko Ivanek, Noah Bean, Tate Donovan, Ted Danson","2007","1638'","5000000004683","Standard 	DVD-9
Codage 	PAL
Format vidéo 	1.78, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1, Stéréo
Langues 	français, anglais
	
Sous-titres 	portugais, anglais, français, arabe","Policier/Suspense","2012-05-18T00:00:00.000Z",,500468,148978,"Une plongée au cur d'un des plus puissants cabinets judiciaires de New York, dirigé par une élégante femme qui ne recule devant rien pour atteindre ses objectifs Trente-neuf épisodes.
",
"DAMAGES : saison 3","Allen Coulter, John David Coles, Greg Yaitanes","Glenn Close, Rose Byrne, Zeljko Ivanek, Noah Bean, Tate Donovan, Ted Danson","2007","1638'","5000000004690","Standard 	DVD-9
Codage 	PAL
Format vidéo 	1.78, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1, Stéréo
Langues 	français, anglais
	
Sous-titres 	portugais, anglais, français, arabe","Policier/Suspense","2012-05-18T00:00:00.000Z",,500469,148978,"Une plongée au cur d'un des plus puissants cabinets judiciaires de New York, dirigé par une élégante femme qui ne recule devant rien pour atteindre ses objectifs Trente-neuf épisodes.
",
"FRINGE : L'intégrale de la saison 1","Alex Graves, Paul A. Edwards, Fred Toye","Anna Torv, John Noble, Joshua Jackson, Blair Brown, Lance Reddick, Kirk Acevedo","2008","840'","5000000004706","Standard 	DVD-9
Codage 	PAL
Format vidéo 	1.78, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	allemand, anglais, français
	
Sous-titres 	français, néerlandais, portugais
Bonus 	S","Science Fiction","2012-05-18T00:00:00.000Z",,500470,122050,"	Un agent du FBI fait équipe avec un scientifique, brillant mais fou, et son fils pour faire la lumière sur un drame aérien 20 épisodes : Le vol 627, Vieillir avant l'heure, Le réseau fantôme
",
"INTOUCHABLES","Olivier Nakache, Eric Toledano","François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot, Clotilde Mollet, Alba Gaïa Bellugi","2011","112'","5000000004713","Standard 	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	français
	
Sous-titres 	
Bonus 	Sous-titres français pour sourds et malentendants","Comédie dramatique","2012-05-18T00:00:00.000Z",,500471,154842,"	A la suite dun accident, Philippe, riche aristocrate, engage comme aide à domicile Driss, un jeune de banlieue tout juste sorti de prison. L'antagonisme initial se transformera en amitié Le film phénomème",
"J. EDGAR","Clint Eastwood","Leonardo Dicaprio, Armie Hammer, Naomi Watts, Josh Hamilton","2011","135'","5000000004720","Standard 	DVD-9
Codage 	PAL
Format vidéo 	2,35:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	anglais, français
	
Sous-titres 	français","Historique/Guerre","2012-05-18T00:00:00.000Z",,500472,156280,"Exploration de la vie, publique et privée, de lune des figures les plus puissantes et les plus controversées du XXe siècle, incarnation du maintien de la loi aux Etats-Unis Tourmenté et fascinant, une réussite !",
"LYONNAIS (LES )","Olivier Marchal","	Gérard Lanvin, Tchéky Karyo, Daniel Duval","2011","102'","5000000004737","Standard 	DVD-9
Codage 	PAL
Format vidéo 	
Format audio 	
Langues 	français
	
Sous-titres 	
Bonus 	Sous-titres français pour sourds et malentendants ; audioviosion pour déficients visuels et ma","Policier/Suspense","2012-05-18T00:00:00.000Z",,500473,156441,"	L'histoire vraie du gang des Lyonnais, célèbres figures du grand banditisme dans les années 1970 Mise en scène rythmée, acteurs flamboyants, récit romanesque Viril et efficace !",
"MILLENIUM - La Trilogie 1/3","Niels Arden oplev, Daniel Alfredson","Michael Nyqvist, Noomi Rapace, Lena Endre, Peter Haber, Sven-Bertil Taube, Peter Andersson","2009","412'","5000000004744","Standard 	DVD-9
Codage 	PAL
Format vidéo 	2,35:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 2.0, Dolby Digital 5.1, DTS 5.1
Langues 	français, suédois
	
Sous-titres 	français
Bonus 	Tease","Policier/Suspense","2012-05-18T00:00:00.000Z",,500474,155148,"Un partriarche d'industrie demande à un journaliste d'enquêter sur la disparition de sa nièce, à l'âge de seize ans Adaptation réussie du roman éponyme, un polar incarné, glaçant et magistral",
"MILLENIUM - La Trilogie 2/3","Niels Arden oplev, Daniel Alfredson","Michael Nyqvist, Noomi Rapace, Lena Endre, Peter Haber, Sven-Bertil Taube, Peter Andersson","2009","412'","5000000004751","Standard 	DVD-9
Codage 	PAL
Format vidéo 	2,35:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 2.0, Dolby Digital 5.1, DTS 5.1
Langues 	français, suédois
	
Sous-titres 	français
Bonus 	Tease","Policier/Suspense","2012-05-18T00:00:00.000Z",,500475,155148,"Un partriarche d'industrie demande à un journaliste d'enquêter sur la disparition de sa nièce, à l'âge de seize ans Adaptation réussie du roman éponyme, un polar incarné, glaçant et magistral",
"MILLENIUM - La Trilogie 3/3","Niels Arden oplev, Daniel Alfredson","Michael Nyqvist, Noomi Rapace, Lena Endre, Peter Haber, Sven-Bertil Taube, Peter Andersson","2009","412'","5000000004768","Standard 	DVD-9
Codage 	PAL
Format vidéo 	2,35:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 2.0, Dolby Digital 5.1, DTS 5.1
Langues 	français, suédois
	
Sous-titres 	français
Bonus 	Tease","Policier/Suspense","2012-05-18T00:00:00.000Z",,500476,155148,"Un partriarche d'industrie demande à un journaliste d'enquêter sur la disparition de sa nièce, à l'âge de seize ans Adaptation réussie du roman éponyme, un polar incarné, glaçant et magistral",
"NEIGES DU KILIMANDJARO  (LES )","Robert Guédiguian","Ariane Ascaride, Jean-Pierre Darroussin, Gérard Meylan, Marilyne Canto, Grégoire Leprince-Ringuet, Anaïs Demoustier","2011","107'","5000000004775","Standard 	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 2.0, Dolby Digital 5.1
Langues 	français
	
Sous-titres 	
Bonus 	Portrait de Robert Guédiguian,","Comédie dramatique","2012-05-18T00:00:00.000Z",,500477,156480,"Michel vit avec Marie-Claire depuis trente ans Ils sont fiers de leurs combats politiques et syndicaux Leurs certitudes vont être bousculées par un fait divers Chronique humaniste de la crise et de la désillusion",
"PETIT PRINCE 1/4 (LE )","Pierre-Alain Chartier, Jérôme France","NULL","2009","156'","5000000004782","Standard 	DVD-9
Codage 	PAL
Format vidéo 	1.77, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	français
	
Sous-titres 	
Bonus 	Sous-titres français pour sourds et malentendants ;","Animation","2012-05-18T00:00:00.000Z",,500478,149003,"	1ère, 2ème & 3ème étapes. Le Petit Prince et son renard sont perdus dans la galaxie Guidés par le serpent, ils entreprennent un voyage qui ressemble à un rêve éveillé Des découvertes qui se déroulent dans de vastes univers, véritables terres daventure",
"PETIT PRINCE 2/4 (LE )","Pierre-Alain Chartier, Jérôme France","NULL","2009","156'","5000000004799","Standard 	DVD-9
Codage 	PAL
Format vidéo 	1.77, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	français
	
Sous-titres 	
Bonus 	Sous-titres français pour sourds et malentendants ;","Animation","2012-05-18T00:00:00.000Z",,500479,149003,"1ère, 2ème & 3ème étapes. Le Petit Prince et son renard sont perdus dans la galaxie Guidés par le serpent, ils entreprennent un voyage qui ressemble à un rêve éveillé Des découvertes qui se déroulent dans de vastes univers, véritables terres daventure",
"PETIT PRINCE 3/4 (LE )","Pierre-Alain Chartier, Jérôme France","NULL","2009","156'","5000000004805","Standard 	DVD-9
Codage 	PAL
Format vidéo 	1.77, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	français
	
Sous-titres 	
Bonus 	Sous-titres français pour sourds et malentendants ;","Animation","2012-05-18T00:00:00.000Z",,500480,149003,"1ère, 2ème & 3ème étapes. Le Petit Prince et son renard sont perdus dans la galaxie Guidés par le serpent, ils entreprennent un voyage qui ressemble à un rêve éveillé Des découvertes qui se déroulent dans de vastes univers, véritables terres daventure",
